# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot dEdtnow
830.002 -0.02066 0.00324 -0.00075 -0.00105 -0.00661 -0.00000 1.2489e-03 -1.3082e-04 6.0140e-01 5.3879e-04 -5.4702e-05 2.7249e-01 0.42693 0.43997 0.45309 0.00634 -0.00001 0.00001 8.19375e-02 6.60031e-04 -5.3536704574e-01 -4.5276952931e-01 9.2002009146e-10 
840.002 0.01887 0.00574 0.00067 -0.00173 0.00690 -0.00003 1.2151e-03 2.7546e-05 6.0138e-01 5.2679e-04 1.8037e-05 2.7248e-01 0.43113 0.43577 0.45309 0.00878 -0.00001 0.00000 8.19320e-02 6.60096e-04 -5.3536681232e-01 -4.5277469333e-01 9.6617608382e-10 
850.002 -0.01659 -0.01060 -0.00078 0.00400 -0.00595 0.00012 1.3137e-03 1.9228e-04 6.0121e-01 5.7777e-04 9.1721e-05 2.7240e-01 0.43597 0.43092 0.45309 0.00872 -0.00000 0.00001 8.18837e-02 6.60240e-04 -5.3536724675e-01 -4.5282333124e-01 9.1278995383e-10 
860.002 0.01058 0.01673 0.00041 -0.00607 0.00368 -0.00027 1.3169e-03 -4.5018e-05 6.0128e-01 5.7938e-04 -1.5251e-05 2.7243e-01 0.44011 0.42679 0.45309 0.00618 -0.00001 0.00000 8.19039e-02 6.59985e-04 -5.3536690249e-01 -4.5280299976e-01 9.1591399201e-10 
870.002 -0.00365 -0.01972 0.00003 0.00690 -0.00113 0.00024 1.2098e-03 -1.9167e-04 6.0139e-01 5.3274e-04 -8.7323e-05 2.7248e-01 0.44235 0.42455 0.45309 0.00189 -0.00001 -0.00000 8.19346e-02 6.60217e-04 -5.3536703811e-01 -4.5277226843e-01 9.9604577122e-10 
880.002 -0.00578 0.01942 -0.00028 -0.00668 -0.00180 -0.00018 9.8597e-04 -2.2348e-04 6.0140e-01 4.3218e-04 -1.0576e-04 2.7248e-01 0.44206 0.42484 0.45309 -0.00294 -0.00001 -0.00001 8.19358e-02 6.60144e-04 -5.3536711110e-01 -4.5277117731e-01 9.2176485882e-10 
890.002 0.01201 -0.01582 0.00045 0.00571 0.00415 0.00020 1.1165e-03 -1.0749e-04 6.0134e-01 4.8807e-04 -5.4555e-05 2.7246e-01 0.43931 0.42759 0.45309 -0.00694 -0.00000 -0.00001 8.19204e-02 6.60076e-04 -5.3536701387e-01 -4.5278657811e-01 9.7413251340e-10 
900.002 -0.01717 0.00959 -0.00083 -0.00355 -0.00624 -0.00015 1.4500e-03 -4.7081e-05 6.0123e-01 6.3365e-04 -3.2991e-05 2.7241e-01 0.43490 0.43200 0.45309 -0.00896 0.00000 0.00000 8.18899e-02 6.60150e-04 -5.3536704688e-01 -4.5281696897e-01 9.1486541965e-10 
910.002 0.01948 -0.00459 0.00081 0.00131 0.00691 -0.00003 1.3204e-03 -2.3448e-04 6.0127e-01 5.7284e-04 -1.1295e-04 2.7243e-01 0.43008 0.43682 0.45309 -0.00844 0.00000 0.00000 8.19023e-02 6.59912e-04 -5.3536681876e-01 -4.5280460432e-01 8.7804334705e-10 
920.002 -0.01986 -0.00413 -0.00058 0.00143 -0.00675 0.00012 1.1651e-03 -3.0468e-04 6.0137e-01 4.9568e-04 -1.4235e-04 2.7247e-01 0.42621 0.44069 0.45309 -0.00551 -0.00000 -0.00000 8.19298e-02 6.60177e-04 -5.3536706373e-01 -4.5277709473e-01 9.7194595712e-10 
930.002 0.01631 0.01178 0.00049 -0.00393 0.00579 -0.00013 1.0504e-03 -1.4652e-04 6.0134e-01 4.4071e-04 -6.7456e-05 2.7246e-01 0.42441 0.44249 0.45308 -0.00101 -0.00000 -0.00001 8.19193e-02 6.60214e-04 -5.3536725210e-01 -4.5278775265e-01 8.8747198883e-10 
940.002 -0.01122 -0.01621 -0.00034 0.00581 -0.00410 0.00026 1.2180e-03 -2.4056e-04 6.0127e-01 5.1649e-04 -1.0336e-04 2.7243e-01 0.42519 0.44170 0.45308 0.00378 -0.00000 -0.00000 8.19024e-02 6.60162e-04 -5.3536724864e-01 -4.5280473358e-01 9.8283442117e-10 
950.002 0.00295 0.01961 -0.00025 -0.00702 0.00117 -0.00034 1.4962e-03 -5.5509e-04 6.0124e-01 6.3728e-04 -2.3899e-04 2.7241e-01 0.42832 0.43858 0.45309 0.00749 -0.00001 0.00000 8.18932e-02 6.60123e-04 -5.3536700449e-01 -4.5281368853e-01 9.5591001647e-10 
960.002 0.00155 -0.02010 0.00041 0.00692 0.00090 0.00024 1.2973e-03 -5.4725e-04 6.0130e-01 5.5405e-04 -2.3163e-04 2.7244e-01 0.43291 0.43399 0.45309 0.00908 -0.00001 -0.00000 8.19103e-02 6.59893e-04 -5.3536671533e-01 -4.5279649405e-01 8.7480216373e-10 
970.002 -0.01052 0.01738 -0.00061 -0.00590 -0.00355 -0.00013 1.1379e-03 -4.7442e-04 6.0138e-01 4.8515e-04 -1.9246e-04 2.7248e-01 0.43766 0.42924 0.45309 0.00807 0.00000 -0.00001 8.19320e-02 6.60196e-04 -5.3536704209e-01 -4.5277487529e-01 9.9259730167e-10 
980.002 0.01641 -0.01139 0.00069 0.00422 0.00567 0.00011 1.2589e-03 -3.0541e-04 6.0129e-01 5.4349e-04 -1.1514e-04 2.7244e-01 0.44120 0.42570 0.45308 0.00475 0.00001 -0.00002 8.19074e-02 6.60301e-04 -5.3536736723e-01 -4.5279970634e-01 8.8325272914e-10 
